Product ID,Positive,Negative,Neutral
B005TAGBVS,100.00%,0.00%,0.00%
B004SFNFEG,100.00%,0.00%,0.00%
B000YSTH16,87.50%,12.50%,0.00%
B00016UX0K,93.75%,2.08%,4.17%
B001HTKO86,100.00%,0.00%,0.00%
B0001N488G,100.00%,0.00%,0.00%
B001L1DYAA,100.00%,0.00%,0.00%
B007TGL2TQ,0.00%,100.00%,0.00%
B000X2CWTM,94.59%,0.00%,5.41%
B00199CELE,100.00%,0.00%,0.00%
B002Y2WM62,100.00%,0.00%,0.00%
B0017TRINU,100.00%,0.00%,0.00%
B002979DP0,100.00%,0.00%,0.00%
B0012R3N7C,100.00%,0.00%,0.00%
B004S4S2OA,100.00%,0.00%,0.00%
B002HY8GNA,100.00%,0.00%,0.00%
B001M074MY,56.52%,21.74%,21.74%
B004A85G52,100.00%,0.00%,0.00%
B005580B4M,100.00%,0.00%,0.00%
B009166ECC,0.00%,100.00%,0.00%
B003159ETE,100.00%,0.00%,0.00%
B005GX7GVW,100.00%,0.00%,0.00%
B000GEVGXA,66.67%,33.33%,0.00%
B008G01KM8,100.00%,0.00%,0.00%
B003SO2CV0,66.67%,33.33%,0.00%
B000A40OVQ,100.00%,0.00%,0.00%
B004M1O1JE,100.00%,0.00%,0.00%
B000CC9V42,83.33%,0.00%,16.67%
B00449NWW6,70.00%,20.00%,10.00%
B005IZO3A0,0.00%,100.00%,0.00%
B007ZTL8Z0,100.00%,0.00%,0.00%
B002F8E47K,100.00%,0.00%,0.00%
B000F9BCQ2,100.00%,0.00%,0.00%
B000VSDFRG,83.33%,16.67%,0.00%
B0076ZJ21K,100.00%,0.00%,0.00%
B001EPPJII,100.00%,0.00%,0.00%
B001AYBOPK,0.00%,0.00%,100.00%
B001L1KH6Y,100.00%,0.00%,0.00%
B001FZR732,100.00%,0.00%,0.00%
B002YSA1PU,100.00%,0.00%,0.00%
B006FX6UKU,0.00%,0.00%,100.00%
B0049M8LRE,0.00%,0.00%,100.00%
B0001N4886,100.00%,0.00%,0.00%
B005HO0ARM,85.71%,14.29%,0.00%
B003XW3YRS,66.67%,33.33%,0.00%
B008EMA3AS,100.00%,0.00%,0.00%
B004DK7YHA,100.00%,0.00%,0.00%
B001P1Y79S,100.00%,0.00%,0.00%
B0005ZHWXI,0.00%,100.00%,0.00%
B000UZVPKE,50.00%,50.00%,0.00%
B0002IGPWC,0.00%,0.00%,100.00%
B0044YQFDE,100.00%,0.00%,0.00%
B00110FN28,57.14%,38.10%,4.76%
B000UZVPKO,94.74%,0.00%,5.26%
B000LQNBJA,100.00%,0.00%,0.00%
B002U5A85U,100.00%,0.00%,0.00%
B001LNSRXW,100.00%,0.00%,0.00%
B00115KS8M,100.00%,0.00%,0.00%
B000CMHMUC,85.00%,15.00%,0.00%
B006JW4TQE,100.00%,0.00%,0.00%
B001SAZIPS,100.00%,0.00%,0.00%
B000EY7P96,100.00%,0.00%,0.00%
B001EW5YQS,66.67%,25.29%,8.05%
B004391DK0,81.90%,12.93%,5.17%
B00474ARU8,75.00%,0.00%,25.00%
B003JHN8D2,28.57%,57.14%,14.29%
B003ZJNJKG,100.00%,0.00%,0.00%
B0001217OA,100.00%,0.00%,0.00%
B001222JHC,50.00%,50.00%,0.00%
B002PJSKI8,100.00%,0.00%,0.00%
B000GPKI10,100.00%,0.00%,0.00%
B0025VQGHS,22.22%,77.78%,0.00%
B003SWCZG4,100.00%,0.00%,0.00%
B0014157CA,100.00%,0.00%,0.00%
B000E5AO8O,87.50%,0.00%,12.50%
B0002NYO98,66.67%,0.00%,33.33%
B0006VB41M,0.00%,100.00%,0.00%
B002NBEZI2,50.00%,50.00%,0.00%
B0000GGI00,100.00%,0.00%,0.00%
B002YZESWU,88.24%,11.76%,0.00%
B0096E5196,100.00%,0.00%,0.00%
B000I6G2OO,100.00%,0.00%,0.00%
B005LMOVAW,100.00%,0.00%,0.00%
B004ALGNQ0,100.00%,0.00%,0.00%
B001YJ8GKW,50.00%,50.00%,0.00%
B0052T5464,100.00%,0.00%,0.00%
B004DN7HJ2,0.00%,100.00%,0.00%
B001EHDMY4,70.00%,20.00%,10.00%
B002TMV3E4,73.96%,2.08%,23.96%
B0013ENGXK,76.92%,15.38%,7.69%
B00473DT6I,100.00%,0.00%,0.00%
B003VXL14M,50.00%,50.00%,0.00%
B004AH7BZQ,100.00%,0.00%,0.00%
B00584HTX4,66.67%,33.33%,0.00%
B0075WWDKQ,60.00%,0.00%,40.00%
B002ESSP7G,100.00%,0.00%,0.00%
B000GRGT9I,100.00%,0.00%,0.00%
B000FFRY3G,50.00%,43.75%,6.25%
B0002NYO9I,66.67%,0.00%,33.33%
B004HORENQ,0.00%,0.00%,100.00%
B000O39FS6,50.00%,50.00%,0.00%
B0009P68JI,100.00%,0.00%,0.00%
B0006NEDWC,100.00%,0.00%,0.00%
B00263JWM6,100.00%,0.00%,0.00%
B000FBM4FI,95.65%,4.35%,0.00%
B0001VWDO4,100.00%,0.00%,0.00%
B002GWHF76,50.00%,50.00%,0.00%
B00355CPSM,100.00%,0.00%,0.00%
B001GBBQU0,100.00%,0.00%,0.00%
B001L8DOFI,33.33%,33.33%,33.33%
B000N5Z5RU,100.00%,0.00%,0.00%
B002S1KPO0,100.00%,0.00%,0.00%
B00445W528,100.00%,0.00%,0.00%
B00080JYE0,100.00%,0.00%,0.00%
B0000VMBDI,80.00%,0.00%,20.00%
B006T352FA,100.00%,0.00%,0.00%
B00283LQR8,0.00%,0.00%,100.00%
B0048IPR9Y,100.00%,0.00%,0.00%
B00139TT72,81.13%,13.21%,5.66%
B002FVQX3A,33.33%,50.00%,16.67%
B005MBD5FE,100.00%,0.00%,0.00%
B004YZW5H8,100.00%,0.00%,0.00%
B007HDSPVO,100.00%,0.00%,0.00%
B001TY6T6K,0.00%,100.00%,0.00%
B002C56OBU,93.75%,6.25%,0.00%
B000QSONJA,0.00%,100.00%,0.00%
B0018ATXEU,66.67%,16.67%,16.67%
B004JWS0CA,77.78%,11.11%,11.11%
B0009JMW1C,72.73%,22.73%,4.55%
B000FYYOZI,81.82%,9.09%,9.09%
B002RZ1QNG,100.00%,0.00%,0.00%
B001DW2RGO,40.00%,40.00%,20.00%
B0061YK3O2,100.00%,0.00%,0.00%
B003J5U3K0,100.00%,0.00%,0.00%
B004FW1DIW,100.00%,0.00%,0.00%
B001EO5ZDI,33.33%,50.00%,16.67%
B000N1LF96,100.00%,0.00%,0.00%
B004PDGUFC,100.00%,0.00%,0.00%
B0017T556M,100.00%,0.00%,0.00%
B000H25QVO,100.00%,0.00%,0.00%
B004TTSB2C,100.00%,0.00%,0.00%
B002Z9NKUG,0.00%,100.00%,0.00%
B000FA398U,100.00%,0.00%,0.00%
B00653KJ5M,60.00%,30.00%,10.00%
B0007XXPPW,0.00%,100.00%,0.00%
B003BLBVOY,80.00%,20.00%,0.00%
B000KOWNHE,100.00%,0.00%,0.00%
B000HDKZDC,63.64%,27.27%,9.09%
B000N5YM10,66.67%,33.33%,0.00%
B000H25QVY,100.00%,0.00%,0.00%
B000FPKZZA,50.00%,50.00%,0.00%
B001EO6BCC,0.00%,75.00%,25.00%
B007WPNFJ4,100.00%,0.00%,0.00%
B001EO6BCM,100.00%,0.00%,0.00%
B004LB7A5W,100.00%,0.00%,0.00%
B000UXH9ME,100.00%,0.00%,0.00%
B000T8XZOQ,100.00%,0.00%,0.00%
B004QPUGZY,100.00%,0.00%,0.00%
B0026RHUP8,70.00%,30.00%,0.00%
B001EO6BC2,50.00%,50.00%,0.00%
B000E3ZFIK,66.67%,0.00%,33.33%
B000FA3980,100.00%,0.00%,0.00%
B0017JHLA0,0.00%,100.00%,0.00%
B005OE12MM,100.00%,0.00%,0.00%
B007OWEOIQ,66.67%,33.33%,0.00%
B001872UAW,40.00%,20.00%,40.00%
B005H3BYHI,90.00%,10.00%,0.00%
B001FPV0OO,100.00%,0.00%,0.00%
B000KK5O7E,100.00%,0.00%,0.00%
B004IJ71QK,100.00%,0.00%,0.00%
B001EO5ZFQ,60.00%,40.00%,0.00%
B00080MJE2,100.00%,0.00%,0.00%
B001VNGLJE,100.00%,0.00%,0.00%
B0000D94SZ,100.00%,0.00%,0.00%
B004157PZI,87.50%,12.50%,0.00%
B0073FG1H6,100.00%,0.00%,0.00%
B001HOUGFC,100.00%,0.00%,0.00%
B000MBZGCY,100.00%,0.00%,0.00%
B000FVW1B0,100.00%,0.00%,0.00%
B005BD7WMK,0.00%,100.00%,0.00%
B001VNGN0Q,100.00%,0.00%,0.00%
B008QXKU4O,100.00%,0.00%,0.00%
B006FXWRX4,100.00%,0.00%,0.00%
B003QM6ZDU,100.00%,0.00%,0.00%
B0028VAQSU,100.00%,0.00%,0.00%
B0031YJ38W,83.33%,5.56%,11.11%
B000WMPGDW,100.00%,0.00%,0.00%
B0002UDY9W,100.00%,0.00%,0.00%
B003FWKCB2,100.00%,0.00%,0.00%
B004B607MU,100.00%,0.00%,0.00%
B003R0LKSG,57.14%,19.05%,23.81%
B000G1X456,75.00%,8.33%,16.67%
B0075NJG3W,0.00%,100.00%,0.00%
B0009OMU00,80.00%,6.67%,13.33%
B0012YEKCW,87.50%,2.50%,10.00%
B001AQS7JE,100.00%,0.00%,0.00%
B005FGPXDS,100.00%,0.00%,0.00%
B004K051VE,100.00%,0.00%,0.00%
B0029JVSSS,100.00%,0.00%,0.00%
B002TMTP12,100.00%,0.00%,0.00%
B0017T1LI8,50.00%,25.00%,25.00%
B003OJLCXI,100.00%,0.00%,0.00%
B004XMIRU6,81.82%,9.09%,9.09%
B007Z3MST6,100.00%,0.00%,0.00%
B004RDRHAW,100.00%,0.00%,0.00%
B004LQT0JG,75.00%,25.00%,0.00%
B000BYLQW6,80.00%,20.00%,0.00%
B0058HWQO8,0.00%,100.00%,0.00%
B004565GV8,85.71%,3.57%,10.71%
B000G671RI,83.33%,16.67%,0.00%
B000H27K86,87.50%,12.50%,0.00%
B00622CYVS,61.90%,23.81%,14.29%
B0077QDHA0,100.00%,0.00%,0.00%
B0000TU8EO,100.00%,0.00%,0.00%
B004QK5J8S,0.00%,100.00%,0.00%
B001M074OM,100.00%,0.00%,0.00%
B003AO5QZW,0.00%,100.00%,0.00%
B007OSSZ26,100.00%,0.00%,0.00%
B008YGWIZM,100.00%,0.00%,0.00%
B0092X7B5S,100.00%,0.00%,0.00%
B0039KE90U,100.00%,0.00%,0.00%
B00622CYVI,75.47%,22.64%,1.89%
B001VNEC68,100.00%,0.00%,0.00%
B001HTJEZ0,62.50%,12.50%,25.00%
B001EQ5DHE,93.75%,6.25%,0.00%
B000OJEUC6,0.00%,100.00%,0.00%
B007TFPHSO,100.00%,0.00%,0.00%
B0050CY5Z4,100.00%,0.00%,0.00%
B001HTPA3K,0.00%,100.00%,0.00%
B00654NGE2,100.00%,0.00%,0.00%
B006DO8R84,0.00%,0.00%,100.00%
B002Y7520K,50.00%,50.00%,0.00%
B000NSNB9G,100.00%,0.00%,0.00%
B004RO7NZ0,0.00%,50.00%,50.00%
B0049M7LES,100.00%,0.00%,0.00%
B000MXENCG,80.00%,20.00%,0.00%
B000G671R8,100.00%,0.00%,0.00%
B0049S1YMM,100.00%,0.00%,0.00%
B004G94ZPW,75.00%,25.00%,0.00%
B000Y4145M,100.00%,0.00%,0.00%
B0002G04PS,100.00%,0.00%,0.00%
B002UQEOA4,0.00%,100.00%,0.00%
B003YEX696,100.00%,0.00%,0.00%
B002LMUVJ0,50.00%,50.00%,0.00%
B000LKZGNA,50.00%,50.00%,0.00%
B001ASZV5K,50.00%,50.00%,0.00%
B001BZSDGQ,0.00%,100.00%,0.00%
B0043P1O1M,66.67%,0.00%,33.33%
B008G37TFM,100.00%,0.00%,0.00%
B00444ZAQM,80.00%,20.00%,0.00%
B005WINEYO,100.00%,0.00%,0.00%
B0062Z60O2,100.00%,0.00%,0.00%
B0040WE938,0.00%,0.00%,100.00%
B004WR6BTQ,100.00%,0.00%,0.00%
B000G1X45G,90.91%,6.06%,3.03%
B005R981I2,0.00%,0.00%,100.00%
B000LDOMT6,100.00%,0.00%,0.00%
B0046LHDOK,0.00%,0.00%,100.00%
B003FTFLZC,66.67%,33.33%,0.00%
B001I8BONA,100.00%,0.00%,0.00%
B0039W2Y6O,0.00%,100.00%,0.00%
B007W44VZM,100.00%,0.00%,0.00%
B000EUJLHE,90.63%,6.25%,3.13%
B000EDMENE,75.00%,0.00%,25.00%
B006J7TAHM,100.00%,0.00%,0.00%
B007VXSSOE,100.00%,0.00%,0.00%
B000H23YC2,93.33%,0.00%,6.67%
B003X0PUGI,100.00%,0.00%,0.00%
B000SATIG4,33.33%,50.00%,16.67%
B005JXGXDQ,0.00%,100.00%,0.00%
B00434J6YK,70.00%,10.00%,20.00%
B001QZW13W,100.00%,0.00%,0.00%
B001FWXLX0,100.00%,0.00%,0.00%
B002RJD1J4,100.00%,0.00%,0.00%
B009WSNWC4,100.00%,0.00%,0.00%
B00683FY54,100.00%,0.00%,0.00%
B004PEDM7K,100.00%,0.00%,0.00%
B0012OTH8O,100.00%,0.00%,0.00%
B001EQ5EJ6,100.00%,0.00%,0.00%
B002ANCCK6,83.33%,16.67%,0.00%
B0005ZWN0A,100.00%,0.00%,0.00%
B000QAYREY,100.00%,0.00%,0.00%
B003TIVBSU,89.86%,7.25%,2.90%
B006JG89BG,100.00%,0.00%,0.00%
B002ALRK0U,0.00%,0.00%,100.00%
B001DIQBM4,100.00%,0.00%,0.00%
B0006J6GWG,83.33%,16.67%,0.00%
B000FPWTHW,100.00%,0.00%,0.00%
B006901054,0.00%,100.00%,0.00%
B002MY3R70,100.00%,0.00%,0.00%
B000M2C536,100.00%,0.00%,0.00%
B004R6B7F0,0.00%,100.00%,0.00%
B00181SUH0,100.00%,0.00%,0.00%
B00778GG8S,100.00%,0.00%,0.00%
B002HFRYZ0,87.50%,0.00%,12.50%
B000633O2C,100.00%,0.00%,0.00%
B004QDMY42,50.00%,0.00%,50.00%
B004IZN7H6,100.00%,0.00%,0.00%
B002QWQH0M,100.00%,0.00%,0.00%
B000FL0A9A,85.71%,14.29%,0.00%
B001EQ5EJQ,93.55%,0.00%,6.45%
B004N5OPZE,0.00%,100.00%,0.00%
B008AHJZTM,50.00%,50.00%,0.00%
B001T5PGN6,100.00%,0.00%,0.00%
B000FL0A9K,66.67%,33.33%,0.00%
B004S7MLQC,0.00%,0.00%,100.00%
B008YA1TNA,100.00%,0.00%,0.00%
B006JGFYY6,0.00%,100.00%,0.00%
B003KLSZGW,100.00%,0.00%,0.00%
B001DIM8K8,92.31%,7.69%,0.00%
B003IMPIEA,100.00%,0.00%,0.00%
B00523NRVO,100.00%,0.00%,0.00%
B000BWO7XS,100.00%,0.00%,0.00%
B001O2IX8E,45.45%,45.45%,9.09%
B001GM97BE,100.00%,0.00%,0.00%
B000EUC8EC,100.00%,0.00%,0.00%
B00063480E,60.00%,20.00%,20.00%
B001NVEJKC,80.00%,20.00%,0.00%
B000I6PXLW,33.33%,66.67%,0.00%
B0028PHHLU,100.00%,0.00%,0.00%
B004067J7C,100.00%,0.00%,0.00%
B00168O65A,0.00%,100.00%,0.00%
B00063480O,75.00%,0.00%,25.00%
B001YXQ2V8,100.00%,0.00%,0.00%
B000I6PXLC,77.78%,11.11%,11.11%
B003SE52K8,100.00%,0.00%,0.00%
B0064O79BO,100.00%,0.00%,0.00%
B00196497O,100.00%,0.00%,0.00%
B007VF9ERW,100.00%,0.00%,0.00%
B004FKKCWW,100.00%,0.00%,0.00%
B000FF77YM,85.71%,0.00%,14.29%
B001E2FMLK,70.00%,10.00%,20.00%
B00092LTU4,100.00%,0.00%,0.00%
B002AUBIWW,100.00%,0.00%,0.00%
B000NX103U,100.00%,0.00%,0.00%
B0044UO9FY,0.00%,100.00%,0.00%
B008EE2PNO,100.00%,0.00%,0.00%
B000H227BG,74.19%,16.13%,9.68%
B003KL64MY,100.00%,0.00%,0.00%
B003SBZF1W,66.67%,33.33%,0.00%
B004PCVOIQ,100.00%,0.00%,0.00%
B004QXGUBU,100.00%,0.00%,0.00%
B007353LTM,100.00%,0.00%,0.00%
B004741FYK,100.00%,0.00%,0.00%
B0002QF0BQ,100.00%,0.00%,0.00%
B000SSQXG4,0.00%,0.00%,100.00%
B000EMM9DU,100.00%,0.00%,0.00%
B007B11V6I,100.00%,0.00%,0.00%
B0002IZD16,100.00%,0.00%,0.00%
B000VVP2JM,100.00%,0.00%,0.00%
B0048B13NK,100.00%,0.00%,0.00%
B001NOQ1RI,0.00%,0.00%,100.00%
B0000CERHH,100.00%,0.00%,0.00%
B001LNZG9U,22.22%,55.56%,22.22%
B0082AC1MU,100.00%,0.00%,0.00%
B004L54ST4,75.00%,25.00%,0.00%
B003L24000,100.00%,0.00%,0.00%
B0010PM49E,100.00%,0.00%,0.00%
B002HP2XCO,100.00%,0.00%,0.00%
B000EQ2LLQ,100.00%,0.00%,0.00%
B000WGFTSU,100.00%,0.00%,0.00%
B0026LJRX2,100.00%,0.00%,0.00%
B0028FRZMG,0.00%,100.00%,0.00%
B0007OVXSC,100.00%,0.00%,0.00%
B000NMHXZ0,100.00%,0.00%,0.00%
B003U9TAH2,100.00%,0.00%,0.00%
B000HI33AO,100.00%,0.00%,0.00%
B000634M5U,100.00%,0.00%,0.00%
B0064R7FLA,100.00%,0.00%,0.00%
B005SFSNZG,0.00%,100.00%,0.00%
B001SAXWII,100.00%,0.00%,0.00%
B003JMH0FY,100.00%,0.00%,0.00%
B001FA1LXO,100.00%,0.00%,0.00%
B007Z5C4DO,100.00%,0.00%,0.00%
B00370XQ5G,70.00%,10.00%,20.00%
B003CMZE1S,100.00%,0.00%,0.00%
B006FZI2UY,100.00%,0.00%,0.00%
B0085NFX2O,100.00%,0.00%,0.00%
B004HBM5NI,100.00%,0.00%,0.00%
B000CSBVGC,100.00%,0.00%,0.00%
B002EZ1MGA,100.00%,0.00%,0.00%
B007J6GGII,100.00%,0.00%,0.00%
B002GURBZ4,85.71%,14.29%,0.00%
B003BN7DLW,100.00%,0.00%,0.00%
B00579IZMY,100.00%,0.00%,0.00%
B004553S6E,0.00%,100.00%,0.00%
B000JMBEAO,100.00%,0.00%,0.00%
B0041HNGGS,50.00%,50.00%,0.00%
B000634IIG,100.00%,0.00%,0.00%
B001HBI29M,0.00%,0.00%,100.00%
B004NDFCSU,100.00%,0.00%,0.00%
B002RJD2XY,100.00%,0.00%,0.00%
B003JPHDIK,100.00%,0.00%,0.00%
B005GHVL1O,66.67%,0.00%,33.33%
B004JQTDUO,100.00%,0.00%,0.00%
B000UOFW9K,53.85%,23.08%,23.08%
B002GWHCLK,85.71%,14.29%,0.00%
B0062I862I,100.00%,0.00%,0.00%
B0001WW41A,100.00%,0.00%,0.00%
B0025UA5I0,0.00%,0.00%,100.00%
B000NY31I6,100.00%,0.00%,0.00%
B004RDNGSY,0.00%,100.00%,0.00%
B001EO776Q,50.00%,25.00%,25.00%
B005OBHPUS,100.00%,0.00%,0.00%
B0005Z6EUU,100.00%,0.00%,0.00%
B0084B6CV8,0.00%,0.00%,100.00%
B001SAYI2W,100.00%,0.00%,0.00%
B000E1HVW0,100.00%,0.00%,0.00%
B000E65OF6,100.00%,0.00%,0.00%
B000KOSDY6,95.24%,4.76%,0.00%
B000MIFPM8,75.00%,25.00%,0.00%
B002ONWAWC,0.00%,100.00%,0.00%
B0042GWL5A,100.00%,0.00%,0.00%
B00061U6AW,83.33%,16.67%,0.00%
B000FFQ4FK,100.00%,0.00%,0.00%
B002SVAYGY,33.33%,66.67%,0.00%
B001D6F1PY,100.00%,0.00%,0.00%
B0046H89Z6,0.00%,0.00%,100.00%
B000X905WQ,100.00%,0.00%,0.00%
B004DP0D32,90.91%,9.09%,0.00%
B003ZT61QK,100.00%,0.00%,0.00%
B00434BZ7G,0.00%,0.00%,100.00%
B000084EKQ,0.00%,0.00%,100.00%
B007R8XGJK,100.00%,0.00%,0.00%
B0043320ZS,0.00%,0.00%,100.00%
B000084EKW,66.67%,0.00%,33.33%
B004RUN2Q8,100.00%,0.00%,0.00%
B001AW9PTO,59.52%,33.33%,7.14%
B004CH6QG4,0.00%,100.00%,0.00%
B000084EKL,100.00%,0.00%,0.00%
B000084EKM,100.00%,0.00%,0.00%
B000084EKO,0.00%,0.00%,100.00%
B000084EKA,100.00%,0.00%,0.00%
B000084EKB,100.00%,0.00%,0.00%
B000084EKC,100.00%,0.00%,0.00%
B000084EKD,0.00%,100.00%,0.00%
B000N9HXZ8,100.00%,0.00%,0.00%
B0046HLQ42,50.00%,50.00%,0.00%
B000084EKG,100.00%,0.00%,0.00%
B000084EK8,0.00%,0.00%,100.00%
B000084EK9,66.67%,33.33%,0.00%
B00724ENGY,0.00%,100.00%,0.00%
B00161O1YS,50.00%,50.00%,0.00%
B00811X8NQ,100.00%,0.00%,0.00%
B00348J434,100.00%,0.00%,0.00%
B000YSQ9XU,100.00%,0.00%,0.00%
B000084EK4,0.00%,0.00%,100.00%
B000084EK5,100.00%,0.00%,0.00%
B000084EK6,100.00%,0.00%,0.00%
B000084EK7,100.00%,0.00%,0.00%
B003CB0VAI,100.00%,0.00%,0.00%
B008D8A9P2,100.00%,0.00%,0.00%
B004NNDDV8,50.00%,0.00%,50.00%
B001BYEFDM,100.00%,0.00%,0.00%
B0041SI8H4,100.00%,0.00%,0.00%
B002AYEBQI,66.67%,33.33%,0.00%
B002YD0AFQ,25.00%,75.00%,0.00%
B001UOY7X6,100.00%,0.00%,0.00%
B000OIT8T2,75.00%,16.67%,8.33%
B001SB4I80,50.00%,50.00%,0.00%
B0025UOODW,100.00%,0.00%,0.00%
B000R4DWC2,100.00%,0.00%,0.00%
B002OLK5JO,100.00%,0.00%,0.00%
B000QB0WUG,100.00%,0.00%,0.00%
B0053PO8U0,100.00%,0.00%,0.00%
B007GUSZWC,100.00%,0.00%,0.00%
B000633WEW,75.00%,25.00%,0.00%
B004FDF7YW,0.00%,0.00%,100.00%
B000FNEX50,61.02%,30.51%,8.47%
B001VL64SO,50.00%,50.00%,0.00%
B000EZOO30,100.00%,0.00%,0.00%
B005O8BLLU,100.00%,0.00%,0.00%
B008OV8RE8,100.00%,0.00%,0.00%
B003JYEL2W,50.00%,0.00%,50.00%
B000QSMSM4,0.00%,100.00%,0.00%
B004KUEQUG,100.00%,0.00%,0.00%
B000I077RG,50.00%,50.00%,0.00%
B00504SLMK,66.67%,33.33%,0.00%
B0034W0X0I,100.00%,0.00%,0.00%
B00008O36H,33.33%,66.67%,0.00%
B0031YKDO0,100.00%,0.00%,0.00%
B0045AW84M,100.00%,0.00%,0.00%
B003DKY5R8,71.43%,21.43%,7.14%
B001OKI1U6,100.00%,0.00%,0.00%
B00959DMWK,100.00%,0.00%,0.00%
B003AYL9NU,71.43%,19.05%,9.52%
B002BRC562,92.11%,2.63%,5.26%
B005GLNKOQ,100.00%,0.00%,0.00%
B003Y5VGDS,100.00%,0.00%,0.00%
B001LG945O,52.16%,18.44%,29.39%
B0021HVSBU,66.67%,0.00%,33.33%
B0009PCPJA,50.00%,50.00%,0.00%
B004K30HO2,72.22%,16.67%,11.11%
B000LKYVZE,100.00%,0.00%,0.00%
B0017JBE4E,66.67%,0.00%,33.33%
B004OQLIHK,85.71%,14.29%,0.00%
B003TDRKHQ,100.00%,0.00%,0.00%
B001EO5YHK,83.33%,8.33%,8.33%
B00152OCGU,100.00%,0.00%,0.00%
B004UNSBMM,100.00%,0.00%,0.00%
B0035MT0K6,100.00%,0.00%,0.00%
B002O1SXMA,100.00%,0.00%,0.00%
B002CIKVOS,100.00%,0.00%,0.00%
B000ES3LMC,88.89%,0.00%,11.11%
B001SAZ6OQ,100.00%,0.00%,0.00%
B000F5CDEG,0.00%,100.00%,0.00%
B004AC0OF0,50.00%,0.00%,50.00%
B002R7XYBQ,100.00%,0.00%,0.00%
B001RIXUS8,37.50%,50.00%,12.50%
B00094HIZC,88.89%,0.00%,11.11%
B000GC0FIE,100.00%,0.00%,0.00%
B001D4Q5AG,100.00%,0.00%,0.00%
B001HTE5HM,83.33%,16.67%,0.00%
B00310X7T2,100.00%,0.00%,0.00%
B0056CSBTO,0.00%,100.00%,0.00%
B00382UXU4,93.10%,6.90%,0.00%
B001L54464,0.00%,100.00%,0.00%
B0064GM4JO,100.00%,0.00%,0.00%
B002ARIEXQ,75.00%,0.00%,25.00%
B0045TEG7K,100.00%,0.00%,0.00%
B0014C3QTU,100.00%,0.00%,0.00%
B004I5KO9K,66.67%,16.67%,16.67%
B0013L55KA,100.00%,0.00%,0.00%
B007I6QB84,100.00%,0.00%,0.00%
B004B30K3Y,0.00%,100.00%,0.00%
B0000V1B4I,88.89%,0.00%,11.11%
B001EO5OSO,25.00%,75.00%,0.00%
B0029XO8OA,100.00%,0.00%,0.00%
B00438HHVA,100.00%,0.00%,0.00%
B000LKVPM6,100.00%,0.00%,0.00%
B0049W9AWE,100.00%,0.00%,0.00%
B000GJF5AA,100.00%,0.00%,0.00%
B003OP8L22,100.00%,0.00%,0.00%
B005P0YJ34,100.00%,0.00%,0.00%
B001H05FMA,100.00%,0.00%,0.00%
B0042395CA,0.00%,100.00%,0.00%
B004YVQ7Q2,100.00%,0.00%,0.00%
B004DOYN70,0.00%,100.00%,0.00%
B0019DCU50,100.00%,0.00%,0.00%
B00351JX8G,100.00%,0.00%,0.00%
B003DIIZ9O,100.00%,0.00%,0.00%
B000FAM3Z0,100.00%,0.00%,0.00%
B000I6O6RO,100.00%,0.00%,0.00%
B0049ZCFUA,100.00%,0.00%,0.00%
B000EDG4TE,88.00%,4.00%,8.00%
B000MJKZ0O,50.00%,50.00%,0.00%
B001EPQQL2,90.91%,4.55%,4.55%
B004LGBJKE,100.00%,0.00%,0.00%
B003XJBC48,100.00%,0.00%,0.00%
B001NDHL5K,100.00%,0.00%,0.00%
B0002Q1X6C,40.91%,54.55%,4.55%
B005LMLXN0,100.00%,0.00%,0.00%
B0001E1IME,100.00%,0.00%,0.00%
B002GWMCIS,66.67%,33.33%,0.00%
B006OKIIMM,100.00%,0.00%,0.00%
B005HVDZRM,83.33%,0.00%,16.67%
B0079LUEOA,100.00%,0.00%,0.00%
B007NVJ4CY,66.67%,33.33%,0.00%
B001D6KP14,100.00%,0.00%,0.00%
B00769ZSVO,88.89%,11.11%,0.00%
B001IZK9OI,0.00%,100.00%,0.00%
B000143ZK2,100.00%,0.00%,0.00%
B00170WH12,75.00%,25.00%,0.00%
B000LQNCRG,100.00%,0.00%,0.00%
B0000T15GY,100.00%,0.00%,0.00%
B00126EQ88,50.00%,0.00%,50.00%
B000S11CD0,100.00%,0.00%,0.00%
B000DINB5U,100.00%,0.00%,0.00%
B0001M0Z3O,100.00%,0.00%,0.00%
B00474J808,0.00%,100.00%,0.00%
B000OIWY8Y,100.00%,0.00%,0.00%
B001YJ8ITG,100.00%,0.00%,0.00%
B00061KXUA,88.89%,11.11%,0.00%
B005IK4DY6,50.00%,50.00%,0.00%
B00734W80Q,100.00%,0.00%,0.00%
B0018RXITE,93.33%,6.67%,0.00%
B001I7JDK2,100.00%,0.00%,0.00%
B0029J9U8S,100.00%,0.00%,0.00%
B002UQ7NP2,60.00%,20.00%,20.00%
B0014J9OTE,100.00%,0.00%,0.00%
B000RI8CFA,100.00%,0.00%,0.00%
B000ELWDR8,50.00%,25.00%,25.00%
B000CQ6KSI,73.33%,20.00%,6.67%
B000FJZB64,100.00%,0.00%,0.00%
B0009EIOPK,60.00%,40.00%,0.00%
B0028GY93S,90.00%,10.00%,0.00%
B004A72PKM,50.00%,50.00%,0.00%
B005J6MG66,100.00%,0.00%,0.00%
B008DGFTU4,100.00%,0.00%,0.00%
B000TRFGGM,55.56%,33.33%,11.11%
B001TZU18Q,100.00%,0.00%,0.00%
